Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"MK","Macro Indicators","98","Croatia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.002689","Fc","Calculated data",""
"MK","Macro Indicators","98","Croatia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","0.629233","Fc","Calculated data",""
"MK","Macro Indicators","98","Croatia","6110","Value US$","22011","Gross National Income","2019","2019","millions","62139.251548","X","International reliable sources",""
"MK","Macro Indicators","98","Croatia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","15044.716212","X","International reliable sources",""
"MK","Macro Indicators","98","Croatia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.460866","Fc","Calculated data",""
"MK","Macro Indicators","98","Croatia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","1.095717","Fc","Calculated data",""
"MK","Macro Indicators","49","Cuba","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","103428","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","9125.879485","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.376312","Fc","Calculated data",""
"MK","Macro Indicators","49","Cuba","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","3.418735","Fc","Calculated data",""
"MK","Macro Indicators","49","Cuba","6110","Value US$","22011","Gross National Income","2019","2019","millions","101982.051977","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","8998.29752","X","International reliable sources",""
"MK","Macro Indicators","49","Cuba","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","3.376312","Fc","Calculated data",""
"MK","Macro Indicators","49","Cuba","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","3.418735","Fc","Calculated data",""
"MK","Macro Indicators","279","Cura?ao","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","3101.807734","X","International reliable sources",""
"MK","Macro Indicators","279","Cura?ao","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","18980.123691","X","International reliable sources",""
"MK","Macro Indicators","279","Cura?ao","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.834446","Fc","Calculated data",""
"MK","Macro Indicators","279","Cura?ao","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.242215","Fc","Calculated data",""
"MK","Macro Indicators","279","Cura?ao","6110","Value US$","22011","Gross National Income","2019","2019","millions","3232.793296","X","International reliable sources",""
"MK","Macro Indicators","279","Cura?ao","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","19781.631193","X","International reliable sources",""
"MK","Macro Indicators","279","Cura?ao","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0","Fc","Calculated data",""
"MK","Macro Indicators","279","Cura?ao","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.4112","Fc","Calculated data",""
"MK","Macro Indicators","50","Cyprus","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","25758.996523","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","29659.349246","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.922676","Fc","Calculated data",""
"MK","Macro Indicators","50","Cyprus","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","0.138763","Fc","Calculated data",""
"MK","Macro Indicators","50","Cyprus","6110","Value US$","22011","Gross National Income","2019","2019","millions","24555.673373","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","28273.822385","X","International reliable sources",""
"MK","Macro Indicators","50","Cyprus","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.033","Fc","Calculated data",""
"MK","Macro Indicators","50","Cyprus","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-0.744003","Fc","Calculated data",""
"MK","Macro Indicators","167","Czechia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","252498.032247","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","23621.769604","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.425157","Fc","Calculated data",""
"MK","Macro Indicators","167","Czechia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.201872","Fc","Calculated data",""
"MK","Macro Indicators","167","Czechia","6110","Value US$","22011","Gross National Income","2019","2019","millions","237234.462384","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","22193.827662","X","International reliable sources",""
"MK","Macro Indicators","167","Czechia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.830318","Fc","Calculated data",""
"MK","Macro Indicators","167","Czechia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.608342","Fc","Calculated data",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","16331.452313","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","639.55639","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-6.609433","Fc","Calculated data",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-7.033544","Fc","Calculated data",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6110","Value US$","22011","Gross National Income","2019","2019","millions","16480.237377","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","645.382965","X","International reliable sources",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-5.917115","Fc","Calculated data",""
"MK","Macro Indicators","116","Democratic People's Republic of Korea","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-6.344371","Fc","Calculated data",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","47319.630272","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","545.216282","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.368273","Fc","Calculated data",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.780113","Fc","Calculated data",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6110","Value US$","22011","Gross National Income","2019","2019","millions","46467.245041","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","535.395109","X","International reliable sources",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.368273","Fc","Calculated data",""
"MK","Macro Indicators","250","Democratic Republic of the Congo","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.780113","Fc","Calculated data",""
"MK","Macro Indicators","54","Denmark","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","347561.349211","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","60216.357595","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.600559","Fc","Calculated data",""
"MK","Macro Indicators","54","Denmark","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.933837","Fc","Calculated data",""
"MK","Macro Indicators","54","Denmark","6110","Value US$","22011","Gross National Income","2019","2019","millions","357603.732015","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","61956.239534","X","International reliable sources",""
"MK","Macro Indicators","54","Denmark","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-2.495114","Fc","Calculated data",""
"MK","Macro Indicators","54","Denmark","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.828753","Fc","Calculated data",""
"MK","Macro Indicators","72","Djibouti","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","3166.329057","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3252.320409","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","8.311198","Fc","Calculated data",""
"MK","Macro Indicators","72","Djibouti","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","6.682792","Fc","Calculated data",""
"MK","Macro Indicators","72","Djibouti","6110","Value US$","22011","Gross National Income","2019","2019","millions","3076.953279","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","3160.517358","X","International reliable sources",""
"MK","Macro Indicators","72","Djibouti","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","1.843043","Fc","Calculated data",""
"MK","Macro Indicators","72","Djibouti","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","0.311882","Fc","Calculated data",""
"MK","Macro Indicators","55","Dominica","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","611.537037","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8516.280039","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","10.232462","Fc","Calculated data",""
"MK","Macro Indicators","55","Dominica","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","9.951539","Fc","Calculated data",""
"MK","Macro Indicators","55","Dominica","6110","Value US$","22011","Gross National Income","2019","2019","millions","601.01351","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","8369.729134","X","International reliable sources",""
"MK","Macro Indicators","55","Dominica","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","8.890949","Fc","Calculated data",""
"MK","Macro Indicators","55","Dominica","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","8.613444","Fc","Calculated data",""
"MK","Macro Indicators","56","Dominican Republic","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","88941.371981","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8282.123087","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.957648","Fc","Calculated data",""
"MK","Macro Indicators","56","Dominican Republic","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.875213","Fc","Calculated data",""
"MK","Macro Indicators","56","Dominican Republic","6110","Value US$","22011","Gross National Income","2019","2019","millions","84666.276952","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","7884.030923","X","International reliable sources",""
"MK","Macro Indicators","56","Dominican Republic","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","3.618019","Fc","Calculated data",""
"MK","Macro Indicators","56","Dominican Republic","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","2.53912","Fc","Calculated data",""
"MK","Macro Indicators","58","Ecuador","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","108108.009","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6222.522862","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.507615","Fc","Calculated data",""
"MK","Macro Indicators","58","Ecuador","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-1.166025","Fc","Calculated data",""
"MK","Macro Indicators","58","Ecuador","6110","Value US$","22011","Gross National Income","2019","2019","millions","104934.502","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","6039.860911","X","International reliable sources",""
"MK","Macro Indicators","58","Ecuador","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","0.314576","Fc","Calculated data",""
"MK","Macro Indicators","58","Ecuador","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-1.355849","Fc","Calculated data",""
"MK","Macro Indicators","59","Egypt","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","317359.293188","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3161.324684","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","27.070238","Fc","Calculated data",""
"MK","Macro Indicators","59","Egypt","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","24.583625","Fc","Calculated data",""
"MK","Macro Indicators","59","Egypt","6110","Value US$","22011","Gross National Income","2019","2019","millions","305831.02047","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","3046.487609","X","International reliable sources",""
"MK","Macro Indicators","59","Egypt","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","25.613161","Fc","Calculated data",""
"MK","Macro Indicators","59","Egypt","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","23.155061","Fc","Calculated data",""
"MK","Macro Indicators","60","El Salvador","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","26896.661015","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4167.729159","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","3.36579","Fc","Calculated data",""
"MK","Macro Indicators","60","El Salvador","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","2.840324","Fc","Calculated data",""
"MK","Macro Indicators","60","El Salvador","6110","Value US$","22011","Gross National Income","2019","2019","millions","25559.26894","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","3960.495705","X","International reliable sources",""
"MK","Macro Indicators","60","El Salvador","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","4.107849","Fc","Calculated data",""
"MK","Macro Indicators","60","El Salvador","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","3.578611","Fc","Calculated data",""
"MK","Macro Indicators","61","Equatorial Guinea","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","11417.277643","X","International reliable sources",""
"MK","Macro Indicators","61","Equatorial Guinea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","8419.908202","X","International reliable sources",""
"MK","Macro Indicators","61","Equatorial Guinea","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-12.825326","Fc","Calculated data",""
"MK","Macro Indicators","61","Equatorial Guinea","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-15.847605","Fc","Calculated data",""
"MK","Macro Indicators","61","Equatorial Guinea","6110","Value US$","22011","Gross National Income","2019","2019","millions","9831.02864","X","International reliable sources",""
"MK","Macro Indicators","61","Equatorial Guinea","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","7250.095974","X","International reliable sources",""
"MK","Macro Indicators","61","Equatorial Guinea","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-13.430712","Fc","Calculated data",""
"MK","Macro Indicators","61","Equatorial Guinea","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-16.432003","Fc","Calculated data",""
"MK","Macro Indicators","178","Eritrea","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1981.857048","X","International reliable sources",""
"MK","Macro Indicators","178","Eritrea","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","566.711679","X","International reliable sources",""
"MK","Macro Indicators","178","Eritrea","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.186709","Fc","Calculated data",""
"MK","Macro Indicators","178","Eritrea","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.43931","Fc","Calculated data",""
"MK","Macro Indicators","178","Eritrea","6110","Value US$","22011","Gross National Income","2019","2019","millions","1959.25865","X","International reliable sources",""
"MK","Macro Indicators","178","Eritrea","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","560.249672","X","International reliable sources",""
"MK","Macro Indicators","178","Eritrea","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.186709","Fc","Calculated data",""
"MK","Macro Indicators","178","Eritrea","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.43931","Fc","Calculated data",""
"MK","Macro Indicators","63","Estonia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","31045.591753","X","International reliable sources",""
"MK","Macro Indicators","63","Estonia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","23419.18198","X","International reliable sources",""
"MK","Macro Indicators","63","Estonia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","1.823877","Fc","Calculated data",""
"MK","Macro Indicators","63","Estonia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","1.614337","Fc","Calculated data",""
"MK","Macro Indicators","63","Estonia","6110","Value US$","22011","Gross National Income","2019","2019","millions","30466.722679","X","International reliable sources",""
"MK","Macro Indicators","63","Estonia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","22982.513216","X","International reliable sources",""
"MK","Macro Indicators","63","Estonia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","2.068351","Fc","Calculated data",""
"MK","Macro Indicators","63","Estonia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","1.858308","Fc","Calculated data",""
"MK","Macro Indicators","209","Eswatini","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","4471.045112","X","International reliable sources",""
"MK","Macro Indicators","209","Eswatini","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","3894.197619","X","International reliable sources",""
"MK","Macro Indicators","209","Eswatini","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-4.160505","Fc","Calculated data",""
"MK","Macro Indicators","209","Eswatini","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-5.149594","Fc","Calculated data",""
"MK","Macro Indicators","209","Eswatini","6110","Value US$","22011","Gross National Income","2019","2019","millions","4018.204741","X","International reliable sources",""
"MK","Macro Indicators","209","Eswatini","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","3499.782029","X","International reliable sources",""
"MK","Macro Indicators","209","Eswatini","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-7.518651","Fc","Calculated data",""
"MK","Macro Indicators","209","Eswatini","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-8.473082","Fc","Calculated data",""
"MK","Macro Indicators","238","Ethiopia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","92561.902026","X","International reliable sources",""
"MK","Macro Indicators","238","Ethiopia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","825.865015","X","International reliable sources",""
"MK","Macro Indicators","238","Ethiopia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","15.398956","Fc","Calculated data",""
"MK","Macro Indicators","238","Ethiopia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","12.460084","Fc","Calculated data",""
"MK","Macro Indicators","238","Ethiopia","6110","Value US$","22011","Gross National Income","2019","2019","millions","91992.897639","X","International reliable sources",""
"MK","Macro Indicators","238","Ethiopia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","820.788187","X","International reliable sources",""
"MK","Macro Indicators","238","Ethiopia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","15.205376","Fc","Calculated data",""
"MK","Macro Indicators","238","Ethiopia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","12.271434","Fc","Calculated data",""
"MK","Macro Indicators","66","Fiji","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","5496.254429","X","International reliable sources",""
"MK","Macro Indicators","66","Fiji","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","6175.892917","X","International reliable sources",""
"MK","Macro Indicators","66","Fiji","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-1.52551","Fc","Calculated data",""
"MK","Macro Indicators","66","Fiji","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.241425","Fc","Calculated data",""
"MK","Macro Indicators","66","Fiji","6110","Value US$","22011","Gross National Income","2019","2019","millions","5045.550549","X","International reliable sources",""
"MK","Macro Indicators","66","Fiji","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","5669.457319","X","International reliable sources",""
"MK","Macro Indicators","66","Fiji","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-3.371896","Fc","Calculated data",""
"MK","Macro Indicators","66","Fiji","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-4.074386","Fc","Calculated data",""
"MK","Macro Indicators","67","Finland","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","268782.47138","X","International reliable sources",""
"MK","Macro Indicators","67","Finland","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","48585.483016","X","International reliable sources",""
"MK","Macro Indicators","67","Finland","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.514413","Fc","Calculated data",""
"MK","Macro Indicators","67","Finland","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.683228","Fc","Calculated data",""
"MK","Macro Indicators","67","Finland","6110","Value US$","22011","Gross National Income","2019","2019","millions","270141.513435","X","International reliable sources",""
"MK","Macro Indicators","67","Finland","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","48831.145296","X","International reliable sources",""
"MK","Macro Indicators","67","Finland","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-2.413569","Fc","Calculated data",""
"MK","Macro Indicators","67","Finland","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.582559","Fc","Calculated data",""
"MK","Macro Indicators","68","France","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","2728870.246706","X","International reliable sources",""
"MK","Macro Indicators","68","France","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","40516.996615","X","International reliable sources",""
"MK","Macro Indicators","68","France","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.224564","Fc","Calculated data",""
"MK","Macro Indicators","68","France","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.45716","Fc","Calculated data",""
"MK","Macro Indicators","68","France","6110","Value US$","22011","Gross National Income","2019","2019","millions","2787416.52462","X","International reliable sources",""
"MK","Macro Indicators","68","France","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","41386.264528","X","International reliable sources",""
"MK","Macro Indicators","68","France","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-2.389809","Fc","Calculated data",""
"MK","Macro Indicators","68","France","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.622011","Fc","Calculated data",""
"MK","Macro Indicators","70","French Polynesia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","6166.118532","X","International reliable sources",""
"MK","Macro Indicators","70","French Polynesia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","22078.072132","X","International reliable sources",""
"MK","Macro Indicators","70","French Polynesia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-2.086346","Fc","Calculated data",""
"MK","Macro Indicators","70","French Polynesia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.650086","Fc","Calculated data",""
"MK","Macro Indicators","70","French Polynesia","6110","Value US$","22011","Gross National Income","2019","2019","millions","6166.118532","X","International reliable sources",""
"MK","Macro Indicators","70","French Polynesia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","22078.072132","X","International reliable sources",""
"MK","Macro Indicators","70","French Polynesia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-2.086346","Fc","Calculated data",""
"MK","Macro Indicators","70","French Polynesia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-2.650086","Fc","Calculated data",""
"MK","Macro Indicators","74","Gabon","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","16874.40546","X","International reliable sources",""
"MK","Macro Indicators","74","Gabon","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","7766.992804","X","International reliable sources",""
"MK","Macro Indicators","74","Gabon","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","0.041934","Fc","Calculated data",""
"MK","Macro Indicators","74","Gabon","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","-2.412584","Fc","Calculated data",""
"MK","Macro Indicators","74","Gabon","6110","Value US$","22011","Gross National Income","2019","2019","millions","15511.093046","X","International reliable sources",""
"MK","Macro Indicators","74","Gabon","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","7139.484017","X","International reliable sources",""
"MK","Macro Indicators","74","Gabon","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","-1.577427","Fc","Calculated data",""
"MK","Macro Indicators","74","Gabon","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","-3.992214","Fc","Calculated data",""
"MK","Macro Indicators","75","Gambia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","1805.852806","X","International reliable sources",""
"MK","Macro Indicators","75","Gambia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","769.198872","X","International reliable sources",""
"MK","Macro Indicators","75","Gambia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","8.090469","Fc","Calculated data",""
"MK","Macro Indicators","75","Gambia","61290","Annual growth US$ per capita","22008","Gross Domestic Product","2019","2019","%","4.977553","Fc","Calculated data",""
"MK","Macro Indicators","75","Gambia","6110","Value US$","22011","Gross National Income","2019","2019","millions","1776.06056","X","International reliable sources",""
"MK","Macro Indicators","75","Gambia","6119","Value US$ per capita","22011","Gross National Income","2019","2019","US$","756.508933","X","International reliable sources",""
"MK","Macro Indicators","75","Gambia","6129","Annual growth US$","22011","Gross National Income","2019","2019","%","8.198275","Fc","Calculated data",""
"MK","Macro Indicators","75","Gambia","61290","Annual growth US$ per capita","22011","Gross National Income","2019","2019","%","5.082254","Fc","Calculated data",""
"MK","Macro Indicators","73","Georgia","6110","Value US$","22008","Gross Domestic Product","2019","2019","millions","17476.97647","X","International reliable sources",""
"MK","Macro Indicators","73","Georgia","6119","Value US$ per capita","22008","Gross Domestic Product","2019","2019","US$","4372.780604","X","International reliable sources",""
"MK","Macro Indicators","73","Georgia","6129","Annual growth US$","22008","Gross Domestic Product","2019","2019","%","-0.696658","Fc","Calculated data",""
